"REF_DATE","GEO","DGUID","Labour productivity and related measures","Industry","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012","Canada","2021A000011124","Labour productivity","Crop production [BS111]","Chained (2017) dollars per hour","446","units","0","v111384117","1.7.6","47.2","","","","1"
"2013","Canada","2021A000011124","Labour productivity","Crop production [BS111]","Chained (2017) dollars per hour","446","units","0","v111384117","1.7.6","57.9","","","","1"
"2014","Canada","2021A000011124","Labour productivity","Crop production [BS111]","Chained (2017) dollars per hour","446","units","0","v111384117","1.7.6","68.4","","","","1"
"2015","Canada","2021A000011124","Labour productivity","Crop production [BS111]","Chained (2017) dollars per hour","446","units","0","v111384117","1.7.6","72.3","","","","1"
"2016","Canada","2021A000011124","Labour productivity","Crop production [BS111]","Chained (2017) dollars per hour","446","units","0","v111384117","1.7.6","76.3","","","","1"
"2017","Canada","2021A000011124","Labour productivity","Crop production [BS111]","Chained (2017) dollars per hour","446","units","0","v111384117","1.7.6","80.8","","","","1"
"2018","Canada","2021A000011124","Labour productivity","Crop production [BS111]","Chained (2017) dollars per hour","446","units","0","v111384117","1.7.6","81.3","","","","1"
"2019","Canada","2021A000011124","Labour productivity","Crop production [BS111]","Chained (2017) dollars per hour","446","units","0","v111384117","1.7.6","77.8","","","","1"
"2020","Canada","2021A000011124","Labour productivity","Crop production [BS111]","Chained (2017) dollars per hour","446","units","0","v111384117","1.7.6","81.9","","","","1"
"2021","Canada","2021A000011124","Labour productivity","Crop production [BS111]","Chained (2017) dollars per hour","446","units","0","v111384117","1.7.6","60.6","","","","1"
"2022","Canada","2021A000011124","Labour productivity","Crop production [BS111]","Chained (2017) dollars per hour","446","units","0","v111384117","1.7.6","82.5","","","","1"
"2023","Canada","2021A000011124","Labour productivity","Crop production [BS111]","Chained (2017) dollars per hour","446","units","0","v111384117","1.7.6","73.5","","","","1"
"2024","Canada","2021A000011124","Labour productivity","Crop production [BS111]","Chained (2017) dollars per hour","446","units","0","v111384117","1.7.6","80.1","","","","1"
"1997","Canada","2021A000011124","Labour productivity","Greenhouse, nursery and floriculture production [BS1114]","Chained (2017) dollars per hour","446","units","0","v111384118","1.7.7","25.5","","","","1"
"1998","Canada","2021A000011124","Labour productivity","Greenhouse, nursery and floriculture production [BS1114]","Chained (2017) dollars per hour","446","units","0","v111384118","1.7.7","21.0","","","","1"
"1999","Canada","2021A000011124","Labour productivity","Greenhouse, nursery and floriculture production [BS1114]","Chained (2017) dollars per hour","446","units","0","v111384118","1.7.7","22.4","","","","1"
"2000","Canada","2021A000011124","Labour productivity","Greenhouse, nursery and floriculture production [BS1114]","Chained (2017) dollars per hour","446","units","0","v111384118","1.7.7","22.6","","","","1"
"2001","Canada","2021A000011124","Labour productivity","Greenhouse, nursery and floriculture production [BS1114]","Chained (2017) dollars per hour","446","units","0","v111384118","1.7.7","25.0","","","","1"
"2002","Canada","2021A000011124","Labour productivity","Greenhouse, nursery and floriculture production [BS1114]","Chained (2017) dollars per hour","446","units","0","v111384118","1.7.7","22.2","","","","1"
"2003","Canada","2021A000011124","Labour productivity","Greenhouse, nursery and floriculture production [BS1114]","Chained (2017) dollars per hour","446","units","0","v111384118","1.7.7","23.3","","","","1"
"2004","Canada","2021A000011124","Labour productivity","Greenhouse, nursery and floriculture production [BS1114]","Chained (2017) dollars per hour","446","units","0","v111384118","1.7.7","25.5","","","","1"
"2005","Canada","2021A000011124","Labour productivity","Greenhouse, nursery and floriculture production [BS1114]","Chained (2017) dollars per hour","446","units","0","v111384118","1.7.7","26.4","","","","1"
"2006","Canada","2021A000011124","Labour productivity","Greenhouse, nursery and floriculture production [BS1114]","Chained (2017) dollars per hour","446","units","0","v111384118","1.7.7","27.1","","","","1"
"2007","Canada","2021A000011124","Labour productivity","Greenhouse, nursery and floriculture production [BS1114]","Chained (2017) dollars per hour","446","units","0","v111384118","1.7.7","24.0","","","","1"
"2008","Canada","2021A000011124","Labour productivity","Greenhouse, nursery and floriculture production [BS1114]","Chained (2017) dollars per hour","446","units","0","v111384118","1.7.7","24.1","","","","1"
"2009","Canada","2021A000011124","Labour productivity","Greenhouse, nursery and floriculture production [BS1114]","Chained (2017) dollars per hour","446","units","0","v111384118","1.7.7","25.1","","","","1"
"2010","Canada","2021A000011124","Labour productivity","Greenhouse, nursery and floriculture production [BS1114]","Chained (2017) dollars per hour","446","units","0","v111384118","1.7.7","24.7","","","","1"
"2011","Canada","2021A000011124","Labour productivity","Greenhouse, nursery and floriculture production [BS1114]","Chained (2017) dollars per hour","446","units","0","v111384118","1.7.7","24.9","","","","1"
"2012","Canada","2021A000011124","Labour productivity","Greenhouse, nursery and floriculture production [BS1114]","Chained (2017) dollars per hour","446","units","0","v111384118","1.7.7","23.7","","","","1"
"2013","Canada","2021A000011124","Labour productivity","Greenhouse, nursery and floriculture production [BS1114]","Chained (2017) dollars per hour","446","units","0","v111384118","1.7.7","24.6","","","","1"
"2014","Canada","2021A000011124","Labour productivity","Greenhouse, nursery and floriculture production [BS1114]","Chained (2017) dollars per hour","446","units","0","v111384118","1.7.7","25.1","","","","1"
"2015","Canada","2021A000011124","Labour productivity","Greenhouse, nursery and floriculture production [BS1114]","Chained (2017) dollars per hour","446","units","0","v111384118","1.7.7","27.5","","","","1"
"2016","Canada","2021A000011124","Labour productivity","Greenhouse, nursery and floriculture production [BS1114]","Chained (2017) dollars per hour","446","units","0","v111384118","1.7.7","28.4","","","","1"
"2017","Canada","2021A000011124","Labour productivity","Greenhouse, nursery and floriculture production [BS1114]","Chained (2017) dollars per hour","446","units","0","v111384118","1.7.7","29.0","","","","1"
"2018","Canada","2021A000011124","Labour productivity","Greenhouse, nursery and floriculture production [BS1114]","Chained (2017) dollars per hour","446","units","0","v111384118","1.7.7","32.9","","","","1"
"2019","Canada","2021A000011124","Labour productivity","Greenhouse, nursery and floriculture production [BS1114]","Chained (2017) dollars per hour","446","units","0","v111384118","1.7.7","47.1","","","","1"
"2020","Canada","2021A000011124","Labour productivity","Greenhouse, nursery and floriculture production [BS1114]","Chained (2017) dollars per hour","446","units","0","v111384118","1.7.7","57.7","","","","1"
"2021","Canada","2021A000011124","Labour productivity","Greenhouse, nursery and floriculture production [BS1114]","Chained (2017) dollars per hour","446","units","0","v111384118","1.7.7","58.3","","","","1"
"2022","Canada","2021A000011124","Labour productivity","Greenhouse, nursery and floriculture production [BS1114]","Chained (2017) dollars per hour","446","units","0","v111384118","1.7.7","66.6","","","","1"
"2023","Canada","2021A000011124","Labour productivity","Greenhouse, nursery and floriculture production [BS1114]","Chained (2017) dollars per hour","446","units","0","v111384118","1.7.7","61.1","","","","1"
"2024","Canada","2021A000011124","Labour productivity","Greenhouse, nursery and floriculture production [BS1114]","Chained (2017) dollars per hour","446","units","0","v111384118","1.7.7","64.5","","","","1"
"1997","Canada","2021A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","36.5","","","","1"
"1998","Canada","2021A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","41.1","","","","1"
"1999","Canada","2021A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","60.3","","","","1"
"2000","Canada","2021A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","71.5","","","","1"
"2001","Canada","2021A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","65.0","","","","1"
"2002","Canada","2021A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","46.7","","","","1"
"2003","Canada","2021A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","56.6","","","","1"
"2004","Canada","2021A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","69.1","","","","1"
"2005","Canada","2021A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","79.1","","","","1"
"2006","Canada","2021A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","70.8","","","","1"
"2007","Canada","2021A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","45.2","","","","1"
"2008","Canada","2021A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","53.4","","","","1"
"2009","Canada","2021A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","52.1","","","","1"
"2010","Canada","2021A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","46.2","","","","1"
